lon,lat,temp_noon_K,temp_midnight_K,temp_diff_K
29.75,-87.25,43.3950,62.8022,-19.4072
29.75,-86.75,38.3933,69.0298,-30.6365
29.75,-86.25,43.4406,69.5206,-26.0800
29.75,-85.75,66.5523,195.5703,-129.0180
29.75,-85.25,221.6470,92.0253,129.6217
29.75,-84.75,196.5446,65.9685,130.5761
29.75,-84.25,226.4398,73.6550,152.7848
29.75,-83.75,254.5471,76.2680,178.2791
29.75,-83.25,253.7677,79.7182,174.0495
29.75,-82.75,122.9076,62.6972,60.2104
29.75,-82.25,161.8083,67.1635,94.6448
29.75,-81.75,220.9801,73.8236,147.1565
29.75,-81.25,235.8760,71.8491,164.0269
29.75,-80.75,213.1543,67.9392,145.2151
29.75,-80.25,258.9684,80.3619,178.6065
29.75,-79.75,213.8582,77.5447,136.3135
29.75,-79.25,253.8160,75.5008,178.3152
29.75,-78.75,245.1109,74.2647,170.8462
29.75,-78.25,243.3361,73.2940,170.0421
29.75,-77.75,239.1115,75.2403,163.8712
29.75,-77.25,269.7866,84.5060,185.2806
29.75,-76.75,260.6423,85.6428,174.9995
29.75,-76.25,216.3345,77.1438,139.1907
29.75,-75.75,258.0955,75.5004,182.5951
29.75,-75.25,257.5084,78.4160,179.0924
29.75,-74.75,258.4578,78.9796,179.4782
29.75,-74.25,259.2762,78.7869,180.4893
29.75,-73.75,260.1531,78.3052,181.8479
29.75,-73.25,279.8454,83.6871,196.1583
29.75,-72.75,277.0423,85.8364,191.2059
29.75,-72.25,294.9414,87.0397,207.9017
29.75,-71.75,265.1427,78.1016,187.0411
29.75,-71.25,273.7456,78.5648,195.1808
29.75,-70.75,289.7484,82.2889,207.4595
29.75,-70.25,293.2275,82.5290,210.6985
29.75,-69.75,287.5652,83.0694,204.4958
29.75,-69.25,281.8815,80.0510,201.8305
29.75,-68.75,292.2023,83.0732,209.1291
29.75,-68.25,300.6954,85.5642,215.1312
29.75,-67.75,302.5780,90.7478,211.8302
29.75,-67.25,284.2916,87.1453,197.1463
29.75,-66.75,275.9629,84.2756,191.6873
29.75,-66.25,313.0077,90.3021,222.7056
29.75,-65.75,288.4852,84.3617,204.1235
29.75,-65.25,298.0189,86.5666,211.4523
29.75,-64.75,313.6441,93.6157,220.0284
29.75,-64.25,317.4169,90.8592,226.5577
29.75,-63.75,297.3334,87.2476,210.0858
29.75,-63.25,306.4377,86.5071,219.9306
29.75,-62.75,281.5630,80.8881,200.6749
29.75,-62.25,308.5479,88.3415,220.2064
29.75,-61.75,321.5565,90.1431,231.4134
29.75,-61.25,317.0914,88.0746,229.0168
29.75,-60.75,318.6777,88.3490,230.3287
29.75,-60.25,320.1184,88.2008,231.9176
29.75,-59.75,318.9128,88.4198,230.4930
29.75,-59.25,318.0211,88.4642,229.5569
29.75,-58.75,319.7564,88.8915,230.8649
29.75,-58.25,318.1330,88.9025,229.2305
29.75,-57.75,318.1308,89.3272,228.8036
29.75,-57.25,319.6133,89.9473,229.6660
29.75,-56.75,321.2344,91.9062,229.3282
29.75,-56.25,320.1190,90.2518,229.8672
29.75,-55.75,338.6638,94.2379,244.4259
29.75,-55.25,330.4988,91.5056,238.9932
29.75,-54.75,327.6305,90.1523,237.4782
29.75,-54.25,303.8604,85.7791,218.0813
29.75,-53.75,332.1810,94.0222,238.1588
29.75,-53.25,332.4589,92.8886,239.5703
29.75,-52.75,334.0885,92.2296,241.8589
29.75,-52.25,323.8871,92.0640,231.8231
29.75,-51.75,353.0991,94.9484,258.1507
29.75,-51.25,340.7146,93.7149,246.9997
29.75,-50.75,340.5545,93.2768,247.2777
29.75,-50.25,337.9100,92.6671,245.2429
29.75,-49.75,311.8820,87.4448,224.4372
29.75,-49.25,341.2200,94.7709,246.4491
29.75,-48.75,345.6003,95.1650,250.4353
29.75,-48.25,341.2518,94.9033,246.3485
29.75,-47.75,342.2211,94.5365,247.6846
29.75,-47.25,345.2761,94.7604,250.5157
29.75,-46.75,349.4946,95.4558,254.0388
29.75,-46.25,342.6144,95.1579,247.4565
29.75,-45.75,347.0403,95.8692,251.1711
29.75,-45.25,348.6094,96.2235,252.3859
29.75,-44.75,348.8608,95.7018,253.1590
29.75,-44.25,350.9492,95.9964,254.9528
29.75,-43.75,352.0571,95.4510,256.6061
29.75,-43.25,354.8156,95.8822,258.9334
29.75,-42.75,352.5683,96.8405,255.7278
29.75,-42.25,347.9972,96.0776,251.9196
29.75,-41.75,356.0920,96.0291,260.0629
29.75,-41.25,355.4154,95.6239,259.7915
29.75,-40.75,356.0790,96.7974,259.2816
29.75,-40.25,357.6850,96.5816,261.1034
29.75,-39.75,357.2897,97.5459,259.7438
29.75,-39.25,357.2092,97.1027,260.1065
29.75,-38.75,359.0044,97.2328,261.7716
29.75,-38.25,362.1607,97.9914,264.1693
29.75,-37.75,360.2232,97.2190,263.0042
29.75,-37.25,360.9778,97.1637,263.8141
29.75,-36.75,364.3459,97.3119,267.0340
29.75,-36.25,362.3068,96.8282,265.4786
29.75,-35.75,360.4792,96.9383,263.5409
29.75,-35.25,370.5225,98.2254,272.2971
29.75,-34.75,368.5784,97.8901,270.6883
29.75,-34.25,361.9594,96.2458,265.7136
29.75,-33.75,364.2890,96.8371,267.4519
29.75,-33.25,367.5478,97.5814,269.9664
29.75,-32.75,370.0493,97.9741,272.0752
29.75,-32.25,368.8711,97.9736,270.8975
29.75,-31.75,367.7266,97.5281,270.1985
29.75,-31.25,368.6834,97.4348,271.2486
29.75,-30.75,369.8422,98.0278,271.8144
29.75,-30.25,371.8232,98.5735,273.2497
29.75,-29.75,371.4875,98.6426,272.8449
29.75,-29.25,377.5719,99.5403,278.0316
29.75,-28.75,372.9882,99.1530,273.8352
29.75,-28.25,373.5364,98.9324,274.6040
29.75,-27.75,374.0253,99.3160,274.7093
29.75,-27.25,373.8253,98.8692,274.9561
29.75,-26.75,375.7227,99.5555,276.1672
29.75,-26.25,374.4881,99.7788,274.7093
29.75,-25.75,371.2391,107.0836,264.1555
29.75,-25.25,376.2920,99.3751,276.9169
29.75,-24.75,377.8976,98.7678,279.1298
29.75,-24.25,378.7175,99.7120,279.0055
29.75,-23.75,377.8814,101.2986,276.5828
29.75,-23.25,377.9796,100.9545,277.0251
29.75,-22.75,378.9050,100.3043,278.6007
29.75,-22.25,377.6417,99.5019,278.1398
29.75,-21.75,379.1845,100.7357,278.4488
29.75,-21.25,379.0188,101.8881,277.1307
29.75,-20.75,379.4447,100.8085,278.6362
29.75,-20.25,383.8977,100.5752,283.3225
29.75,-19.75,382.9606,100.6513,282.3093
29.75,-19.25,382.0848,100.3653,281.7195
29.75,-18.75,382.7604,99.9456,282.8148
29.75,-18.25,383.5389,99.7389,283.8000
29.75,-17.75,383.6001,99.5338,284.0663
29.75,-17.25,384.6330,99.8911,284.7419
29.75,-16.75,385.6427,100.6006,285.0421
29.75,-16.25,385.7006,100.3608,285.3398
29.75,-15.75,386.2634,100.0985,286.1649
29.75,-15.25,386.2932,100.4406,285.8526
29.75,-14.75,387.0426,99.9195,287.1231
29.75,-14.25,387.1727,100.5931,286.5796
29.75,-13.75,386.9460,100.4224,286.5236
29.75,-13.25,386.6373,99.7845,286.8528
29.75,-12.75,386.2633,99.8511,286.4122
29.75,-12.25,386.6862,100.0693,286.6169
29.75,-11.75,385.1287,101.0319,284.0968
29.75,-11.25,387.2020,107.6378,279.5642
29.75,-10.75,384.4892,104.0512,280.4380
29.75,-10.25,389.5725,100.5648,289.0077
29.75,-9.75,389.4432,100.0885,289.3547
29.75,-9.25,389.1922,100.0136,289.1786
29.75,-8.75,389.9554,100.2338,289.7216
29.75,-8.25,389.9118,100.5370,289.3748
29.75,-7.75,390.2015,100.7523,289.4492
29.75,-7.25,390.8919,101.0046,289.8873
29.75,-6.75,391.5373,100.6633,290.8740
29.75,-6.25,391.7542,101.1178,290.6364
29.75,-5.75,391.5330,101.0277,290.5053
29.75,-5.25,390.8259,101.2564,289.5695
29.75,-4.75,389.4581,103.6761,285.7820
29.75,-4.25,390.1655,101.5914,288.5741
29.75,-3.75,391.4162,101.8623,289.5539
29.75,-3.25,393.3585,101.5042,291.8543
29.75,-2.75,393.8243,102.2395,291.5848
29.75,-2.25,394.0169,102.2340,291.7829
29.75,-1.75,393.8124,102.6739,291.1385
29.75,-1.25,393.8051,102.2469,291.5582
29.75,-0.75,394.4564,103.0679,291.3885
29.75,-0.25,394.3154,102.2355,292.0799
29.75,0.25,393.5421,101.9801,291.5620
29.75,0.75,394.3310,101.7427,292.5883
29.75,1.25,394.3940,102.2309,292.1631
29.75,1.75,393.6353,103.4270,290.2083
29.75,2.25,394.6109,106.5227,288.0882
29.75,2.75,393.5240,101.5646,291.9594
29.75,3.25,394.5688,103.9769,290.5919
29.75,3.75,394.3785,102.7617,291.6168
29.75,4.25,394.2984,101.5908,292.7076
29.75,4.75,393.8216,102.4141,291.4075
29.75,5.25,393.9905,101.6679,292.3226
29.75,5.75,393.9117,102.0121,291.8996
29.75,6.25,394.0894,101.4607,292.6287
29.75,6.75,393.4677,102.8041,290.6636
29.75,7.25,393.2987,103.5934,289.7053
29.75,7.75,393.4710,101.8565,291.6145
29.75,8.25,393.3466,102.0940,291.2526
29.75,8.75,393.2312,101.7839,291.4473
29.75,9.25,393.0465,102.3025,290.7440
29.75,9.75,393.1219,100.6923,292.4296
29.75,10.25,392.4554,102.0161,290.4393
29.75,10.75,392.5196,100.7380,291.7816
29.75,11.25,391.6081,103.2116,288.3965
29.75,11.75,390.9410,103.0802,287.8608
29.75,12.25,391.6356,101.7681,289.8675
29.75,12.75,389.9669,101.3867,288.5802
29.75,13.25,390.5809,102.3633,288.2176
29.75,13.75,390.7271,101.6958,289.0313
29.75,14.25,389.6854,103.6579,286.0275
29.75,14.75,386.6925,103.2551,283.4374
29.75,15.25,387.5465,100.8601,286.6864
29.75,15.75,387.2351,100.9156,286.3195
29.75,16.25,386.9187,101.2953,285.6234
29.75,16.75,385.8412,102.1355,283.7057
29.75,17.25,385.6194,100.8607,284.7587
29.75,17.75,385.3685,100.8442,284.5243
29.75,18.25,384.8412,100.9239,283.9173
29.75,18.75,380.9211,100.7132,280.2079
29.75,19.25,385.4006,102.3412,283.0594
29.75,19.75,383.1402,102.1310,281.0092
29.75,20.25,382.4169,102.2275,280.1894
29.75,20.75,381.2824,100.2791,281.0033
29.75,21.25,383.8790,99.4725,284.4065
29.75,21.75,380.8073,104.5953,276.2120
29.75,22.25,377.3253,101.8095,275.5158
29.75,22.75,380.6903,100.0565,280.6338
29.75,23.25,376.2004,100.2902,275.9102
29.75,23.75,-nan,100.6459,-nan
29.75,24.25,-nan,102.2273,-nan
29.75,24.75,-nan,101.1319,-nan
29.75,25.25,-nan,100.3652,-nan
29.75,25.75,-nan,99.4554,-nan
29.75,26.25,-nan,101.6701,-nan
29.75,26.75,-nan,101.7215,-nan
29.75,27.25,355.5630,102.0592,253.5038
29.75,27.75,378.1585,99.1766,278.9819
29.75,28.25,377.6971,99.4179,278.2792
29.75,28.75,375.7029,99.0285,276.6744
29.75,29.25,377.0634,98.6859,278.3775
29.75,29.75,375.7116,99.5927,276.1189
29.75,30.25,371.8657,99.5802,272.2855
29.75,30.75,369.1512,100.6841,268.4671
29.75,31.25,370.6495,101.5918,269.0577
29.75,31.75,366.6149,100.2963,266.3186
29.75,32.25,368.3413,99.6983,268.6430
29.75,32.75,369.0960,99.6434,269.4526
29.75,33.25,371.4865,99.2972,272.1893
29.75,33.75,365.7196,97.3178,268.4018
29.75,34.25,367.2175,100.9008,266.3167
29.75,34.75,367.3596,97.7566,269.6030
29.75,35.25,366.8006,97.4807,269.3199
29.75,35.75,365.4786,97.2860,268.1926
29.75,36.25,365.9283,98.3795,267.5488
29.75,36.75,364.5291,97.6593,266.8698
29.75,37.25,363.7713,97.9503,265.8210
29.75,37.75,362.9873,98.2659,264.7214
29.75,38.25,361.2747,97.7678,263.5069
29.75,38.75,360.3044,97.2336,263.0708
29.75,39.25,359.6482,99.3986,260.2496
29.75,39.75,359.1622,98.4736,260.6886
29.75,40.25,359.2196,97.7472,261.4724
29.75,40.75,358.3762,97.5697,260.8065
29.75,41.25,356.6948,96.4441,260.2507
29.75,41.75,356.3573,98.8506,257.5067
29.75,42.25,350.1943,94.3747,255.8196
29.75,42.75,354.6788,95.9165,258.7623
29.75,43.25,342.9496,94.6673,248.2823
29.75,43.75,352.3392,94.8347,257.5045
29.75,44.25,351.4933,94.1652,257.3281
29.75,44.75,351.8060,94.5686,257.2374
29.75,45.25,350.8503,94.4820,256.3683
29.75,45.75,349.6419,94.4694,255.1725
29.75,46.25,347.5711,93.9436,253.6275
29.75,46.75,345.7052,94.8154,250.8898
29.75,47.25,-nan,92.4122,-nan
29.75,47.75,-nan,94.3359,-nan
29.75,48.25,-nan,92.6378,-nan
29.75,48.75,-nan,92.9256,-nan
29.75,49.25,-nan,93.6070,-nan
29.75,49.75,339.8117,91.6818,248.1299
29.75,50.25,329.4283,94.0452,235.3831
29.75,50.75,339.0051,93.8701,245.1350
29.75,51.25,337.9654,93.9781,243.9873
29.75,51.75,337.1706,93.6964,243.4742
29.75,52.25,336.1660,94.1801,241.9859
29.75,52.75,333.5630,93.7615,239.8015
29.75,53.25,333.1516,93.6719,239.4797
29.75,53.75,332.7662,92.4632,240.3030
29.75,54.25,331.7094,92.0571,239.6523
29.75,54.75,330.6587,91.9980,238.6607
29.75,55.25,329.4875,91.4307,238.0568
29.75,55.75,328.8622,93.9769,234.8853
29.75,56.25,330.0487,95.6427,234.4060
29.75,56.75,327.3043,95.4955,231.8088
29.75,57.25,322.4585,91.6688,230.7897
29.75,57.75,325.0964,91.0572,234.0392
29.75,58.25,326.0539,91.0481,235.0058
29.75,58.75,326.0122,90.0627,235.9495
29.75,59.25,324.0217,90.2216,233.8001
29.75,59.75,322.3857,88.9397,233.4460
29.75,60.25,321.4978,89.4867,232.0111
29.75,60.75,319.6883,88.7411,230.9472
29.75,61.25,317.6081,88.6537,228.9544
29.75,61.75,317.0525,90.7498,226.3027
29.75,62.25,317.5881,88.2553,229.3328
29.75,62.75,315.8567,86.6304,229.2263
29.75,63.25,309.5901,87.1294,222.4607
29.75,63.75,311.7198,86.6676,225.0522
29.75,64.25,313.9391,87.0559,226.8832
29.75,64.75,310.4392,87.8434,222.5958
29.75,65.25,302.1031,84.6082,217.4949
29.75,65.75,308.3598,87.3307,221.0291
29.75,66.25,299.6369,84.7357,214.9012
29.75,66.75,303.6467,86.4478,217.1989
29.75,67.25,293.9287,84.0511,209.8776
29.75,67.75,296.8053,85.3303,211.4750
29.75,68.25,294.2721,84.5382,209.7339
29.75,68.75,290.3605,83.7158,206.6447
29.75,69.25,290.3414,83.8409,206.5005
29.75,69.75,291.0861,84.5228,206.5633
29.75,70.25,285.3601,82.7632,202.5969
29.75,70.75,283.7006,80.9206,202.7800
29.75,71.25,281.9721,81.8557,200.1164
29.75,71.75,282.4846,81.8903,200.5943
29.75,72.25,287.0084,83.3766,203.6318
29.75,72.75,275.2031,79.2602,195.9429
29.75,73.25,276.0882,79.5690,196.5192
29.75,73.75,272.9583,78.9974,193.9609
29.75,74.25,274.0724,79.1118,194.9606
29.75,74.75,279.8533,78.7566,201.0967
29.75,75.25,245.7855,74.3347,171.4508
29.75,75.75,261.5172,76.7313,184.7859
29.75,76.25,258.9307,77.7031,181.2276
29.75,76.75,257.6462,77.7076,179.9386
29.75,77.25,266.8317,77.7352,189.0965
29.75,77.75,239.3776,74.5846,164.7930
29.75,78.25,244.2563,74.2713,169.9850
29.75,78.75,237.9108,72.2902,165.6206
29.75,79.25,270.6786,79.0582,191.6204
29.75,79.75,232.0355,73.4389,158.5966
29.75,80.25,245.9138,78.0352,167.8786
29.75,80.75,239.2676,73.3697,165.8979
29.75,81.25,222.5549,71.4504,151.1045
29.75,81.75,246.6184,73.9597,172.6587
29.75,82.25,223.4283,67.7756,155.6527
29.75,82.75,153.2954,53.2136,100.0818
29.75,83.25,213.1495,68.4486,144.7009
29.75,83.75,210.4956,63.8469,146.6487
29.75,84.25,190.4652,55.9115,134.5537
29.75,84.75,203.8835,63.4531,140.4304
29.75,85.25,214.6370,65.3108,149.3262
29.75,85.75,226.3678,76.1784,150.1894
29.75,86.25,132.9145,63.4731,69.4414
29.75,86.75,152.8617,56.4984,96.3633
29.75,87.25,156.7500,68.5880,88.1620
29.75,87.75,68.6279,44.9314,23.6965
29.75,88.25,98.0509,42.5059,55.5450
29.75,88.75,114.2419,43.0853,71.1566
29.75,89.25,138.7420,47.5839,91.1581
29.75,89.75,183.0940,59.1189,123.9751
30.25,-89.75,128.8030,70.3619,58.4411
30.25,-89.25,73.9660,57.0120,16.9540
30.25,-88.75,136.4743,67.9789,68.4954
30.25,-88.25,56.1065,42.4250,13.6815
30.25,-87.75,49.9560,42.5846,7.3714
30.25,-87.25,43.2271,61.6225,-18.3954
30.25,-86.75,38.5968,68.1657,-29.5689
30.25,-86.25,43.3861,70.9446,-27.5585
30.25,-85.75,65.2386,189.0424,-123.8038
30.25,-85.25,220.0957,91.4508,128.6449
30.25,-84.75,194.9920,64.2656,130.7264
30.25,-84.25,228.9146,71.5452,157.3694
30.25,-83.75,250.5413,74.8826,175.6587
30.25,-83.25,266.7766,78.7534,188.0232
30.25,-82.75,122.9115,60.8469,62.0646
30.25,-82.25,170.6290,67.4599,103.1691
30.25,-81.75,234.6211,75.5477,159.0734
30.25,-81.25,219.3561,71.4338,147.9223
30.25,-80.75,202.5689,64.3367,138.2322
30.25,-80.25,261.1085,75.8296,185.2789
30.25,-79.75,221.2601,74.4248,146.8353
30.25,-79.25,255.6913,77.4857,178.2056
30.25,-78.75,237.4909,74.3525,163.1384
30.25,-78.25,242.3118,76.1369,166.1749
30.25,-77.75,225.5124,72.6821,152.8303
30.25,-77.25,257.2438,82.2800,174.9638
30.25,-76.75,261.8442,84.1142,177.7300
30.25,-76.25,233.4386,77.9511,155.4875
30.25,-75.75,257.9161,77.4793,180.4368
30.25,-75.25,259.0158,76.0910,182.9248
30.25,-74.75,255.7433,78.0086,177.7347
30.25,-74.25,263.4425,80.0419,183.4006
30.25,-73.75,264.4689,79.9092,184.5597
30.25,-73.25,279.8580,83.7123,196.1457
30.25,-72.75,284.1751,85.8458,198.3293
30.25,-72.25,274.7485,81.0887,193.6598
30.25,-71.75,279.8212,82.8586,196.9626
30.25,-71.25,275.4123,80.1691,195.2432
30.25,-70.75,282.8174,81.6793,201.1381
30.25,-70.25,284.5096,82.2579,202.2517
30.25,-69.75,283.1722,82.7009,200.4713
30.25,-69.25,282.4528,82.5327,199.9201
30.25,-68.75,279.5087,81.6123,197.8964
30.25,-68.25,291.1030,84.9830,206.1200
30.25,-67.75,287.9290,84.2975,203.6315
30.25,-67.25,295.0666,86.0452,209.0214
30.25,-66.75,293.7083,86.1425,207.5658
30.25,-66.25,303.1745,89.2259,213.9486
30.25,-65.75,298.4078,86.5696,211.8382
30.25,-65.25,295.9500,85.0996,210.8504
30.25,-64.75,327.7667,92.7891,234.9776
30.25,-64.25,308.3273,87.3133,221.0140
30.25,-63.75,300.6360,88.6371,211.9989
30.25,-63.25,302.1172,86.4729,215.6443
30.25,-62.75,279.5231,81.2022,198.3209
30.25,-62.25,310.7871,88.6476,222.1395
30.25,-61.75,319.6701,91.0871,228.5830
30.25,-61.25,311.8336,88.4567,223.3769
30.25,-60.75,312.9229,88.7302,224.1927
30.25,-60.25,313.1815,88.9295,224.2520
30.25,-59.75,316.9618,89.5094,227.4524
30.25,-59.25,317.8142,89.2411,228.5731
30.25,-58.75,317.7655,88.4352,229.3303
30.25,-58.25,320.9205,89.7971,231.1234
30.25,-57.75,321.9359,90.0936,231.8423
30.25,-57.25,319.7696,89.3467,230.4229
30.25,-56.75,323.5540,90.0005,233.5535
30.25,-56.25,322.6256,90.6117,232.0139
30.25,-55.75,341.6730,93.4329,248.2401
30.25,-55.25,334.2455,93.2138,241.0317
30.25,-54.75,328.1123,90.8484,237.2639
30.25,-54.25,302.6523,87.5496,215.1027
30.25,-53.75,328.9706,91.0539,237.9167
30.25,-53.25,336.8712,94.2713,242.5999
30.25,-52.75,336.9610,92.2662,244.6948
30.25,-52.25,322.0955,90.8146,231.2809
30.25,-51.75,356.4626,96.3747,260.0879
30.25,-51.25,342.4781,94.6569,247.8212
30.25,-50.75,339.2761,92.8185,246.4576
30.25,-50.25,339.1645,92.9445,246.2200
30.25,-49.75,316.3080,87.2959,229.0121
30.25,-49.25,338.1098,93.1954,244.9144
30.25,-48.75,346.6656,95.0506,251.6150
30.25,-48.25,346.4136,95.9431,250.4705
30.25,-47.75,342.5513,93.1572,249.3941
30.25,-47.25,342.5994,94.1557,248.4437
30.25,-46.75,348.5909,96.0207,252.5702
30.25,-46.25,341.7141,95.9756,245.7385
30.25,-45.75,345.4684,96.4076,249.0608
30.25,-45.25,347.0455,96.0594,250.9861
30.25,-44.75,347.8373,96.1094,251.7279
30.25,-44.25,349.7986,96.2490,253.5496
30.25,-43.75,351.3410,95.4095,255.9315
30.25,-43.25,352.5324,95.9853,256.5471
30.25,-42.75,355.9688,96.9544,259.0144
30.25,-42.25,351.6100,96.2084,255.4016
30.25,-41.75,354.0715,96.8896,257.1819
30.25,-41.25,356.1518,96.4468,259.7050
30.25,-40.75,357.0220,96.2895,260.7325
30.25,-40.25,359.4460,96.7906,262.6554
30.25,-39.75,358.4392,98.2071,260.2321
30.25,-39.25,358.2900,97.6221,260.6679
30.25,-38.75,359.5373,97.2205,262.3168
30.25,-38.25,357.3429,97.3957,259.9472
30.25,-37.75,357.0521,97.8794,259.1727
30.25,-37.25,360.6488,97.3037,263.3451
30.25,-36.75,363.9399,97.3118,266.6281
30.25,-36.25,363.7707,97.5029,266.2678
30.25,-35.75,362.9902,97.4931,265.4971
30.25,-35.25,371.7603,97.8029,273.9574
30.25,-34.75,369.2727,96.9569,272.3158
30.25,-34.25,367.1494,97.1598,269.9896
30.25,-33.75,365.2790,96.7183,268.5607
30.25,-33.25,366.3527,96.9806,269.3721
30.25,-32.75,370.1577,97.8231,272.3346
30.25,-32.25,369.4082,98.3125,271.0957
30.25,-31.75,368.6705,98.0590,270.6115
30.25,-31.25,367.4887,97.5138,269.9749
30.25,-30.75,357.2884,97.0606,260.2278
30.25,-30.25,-nan,98.6497,-nan
30.25,-29.75,375.4353,98.8412,276.5941
30.25,-29.25,372.2622,99.5475,272.7147
30.25,-28.75,374.0555,99.6195,274.4360
30.25,-28.25,371.3384,99.1591,272.1793
30.25,-27.75,376.4712,99.0071,277.4641
30.25,-27.25,368.8282,98.3002,270.5280
30.25,-26.75,376.1855,99.7678,276.4177
30.25,-26.25,372.5974,99.5447,273.0527
30.25,-25.75,374.7891,99.7620,275.0271
30.25,-25.25,377.2140,99.7459,277.4681
30.25,-24.75,375.4806,99.3188,276.1618
30.25,-24.25,376.9850,99.9244,277.0606
30.25,-23.75,377.1743,99.8947,277.2796
30.25,-23.25,376.7393,100.0915,276.6478
30.25,-22.75,378.1717,100.1117,278.0600
30.25,-22.25,377.1297,99.6773,277.4524
30.25,-21.75,377.5912,100.6144,276.9768
30.25,-21.25,378.5459,101.0427,277.5032
30.25,-20.75,381.2494,100.6141,280.6353
30.25,-20.25,382.1799,100.2271,281.9528
30.25,-19.75,381.4208,100.1771,281.2437
30.25,-19.25,382.1382,100.3946,281.7436
30.25,-18.75,382.4944,100.2588,282.2356
30.25,-18.25,385.1661,100.0380,285.1281
30.25,-17.75,385.0062,101.2340,283.7722
30.25,-17.25,384.2587,100.2422,284.0165
30.25,-16.75,385.3558,100.4210,284.9348
30.25,-16.25,385.4509,99.8754,285.5755
30.25,-15.75,386.3355,99.7454,286.5901
30.25,-15.25,387.3808,99.9187,287.4621
30.25,-14.75,388.2833,100.3279,287.9554
30.25,-14.25,387.9886,100.8608,287.1278
30.25,-13.75,387.4591,99.6513,287.8078
30.25,-13.25,387.2679,100.2428,287.0251
30.25,-12.75,386.8067,100.7428,286.0639
30.25,-12.25,388.1275,100.2181,287.9094
30.25,-11.75,386.8026,100.5293,286.2733
30.25,-11.25,385.3508,102.0669,283.2839
30.25,-10.75,385.6068,101.1018,284.5050
30.25,-10.25,388.2581,100.3559,287.9022
30.25,-9.75,390.1261,99.9982,290.1279
30.25,-9.25,390.0531,100.0752,289.9779
30.25,-8.75,389.5991,101.6715,287.9276
30.25,-8.25,390.0027,100.5111,289.4916
30.25,-7.75,390.5258,100.6417,289.8841
30.25,-7.25,390.8077,100.6070,290.2007
30.25,-6.75,391.3241,100.9169,290.4072
30.25,-6.25,391.5845,100.7357,290.8488
30.25,-5.75,391.6266,101.4658,290.1608
30.25,-5.25,391.7120,101.4654,290.2466
30.25,-4.75,391.4737,101.1658,290.3079
30.25,-4.25,391.3685,101.2897,290.0788
30.25,-3.75,392.3090,101.6306,290.6784
30.25,-3.25,393.5209,100.9835,292.5374
30.25,-2.75,393.3813,101.2039,292.1774
30.25,-2.25,393.6007,100.9970,292.6037
30.25,-1.75,393.4214,101.7481,291.6733
30.25,-1.25,392.4467,101.9775,290.4692
30.25,-0.75,393.5012,101.6983,291.8029
30.25,-0.25,393.9451,102.0222,291.9229
30.25,0.25,393.9245,101.1506,292.7739
30.25,0.75,393.3317,101.8907,291.4410
30.25,1.25,393.8938,101.1867,292.7071
30.25,1.75,392.3819,105.1950,287.1869
30.25,2.25,392.9422,111.2276,281.7146
30.25,2.75,392.6078,101.3042,291.3036
30.25,3.25,393.5592,101.6626,291.8966
30.25,3.75,393.7334,101.4952,292.2382
30.25,4.25,393.4636,102.1439,291.3197
30.25,4.75,393.2767,102.0211,291.2556
30.25,5.25,392.4943,103.2020,289.2923
30.25,5.75,392.5984,102.7212,289.8772
30.25,6.25,392.0640,102.4047,289.6593
30.25,6.75,392.3342,102.6957,289.6385
30.25,7.25,392.6786,101.3994,291.2792
30.25,7.75,392.6480,101.0898,291.5582
30.25,8.25,392.5789,101.0689,291.5100
30.25,8.75,392.2293,101.1840,291.0453
30.25,9.25,392.1685,101.3365,290.8320
30.25,9.75,392.0522,100.9018,291.1504
30.25,10.25,391.8616,100.9145,290.9471
30.25,10.75,391.6176,100.7876,290.8300
30.25,11.25,391.0479,101.3344,289.7135
30.25,11.75,390.3719,102.6027,287.7692
30.25,12.25,390.2100,101.3229,288.8871
30.25,12.75,390.0505,102.4933,287.5572
30.25,13.25,388.4871,101.4932,286.9939
30.25,13.75,389.7394,102.9190,286.8204
30.25,14.25,387.3279,101.5297,285.7982
30.25,14.75,386.9287,102.4375,284.4912
30.25,15.25,387.3458,101.1433,286.2025
30.25,15.75,387.0813,103.7437,283.3376
30.25,16.25,386.4750,101.3456,285.1294
30.25,16.75,385.8634,100.9430,284.9204
30.25,17.25,386.2520,101.2845,284.9675
30.25,17.75,385.6729,100.9761,284.6968
30.25,18.25,385.7300,100.1158,285.6142
30.25,18.75,385.6533,101.6786,283.9747
30.25,19.25,379.3407,100.3964,278.9443
30.25,19.75,385.4354,102.0355,283.3999
30.25,20.25,380.0148,101.4298,278.5850
30.25,20.75,381.1048,100.8095,280.2953
30.25,21.25,380.9176,99.7299,281.1877
30.25,21.75,382.7667,99.6607,283.1060
30.25,22.25,382.0148,100.0274,281.9874
30.25,22.75,-nan,100.2843,-nan
30.25,23.25,-nan,101.8040,-nan
30.25,23.75,-nan,99.8894,-nan
30.25,24.25,-nan,102.7989,-nan
30.25,24.75,377.2363,101.0509,276.1854
30.25,25.25,375.9252,100.6933,275.2319
30.25,25.75,376.3664,99.5344,276.8320
30.25,26.25,378.1382,99.9705,278.1677
30.25,26.75,377.8616,100.0702,277.7914
30.25,27.25,379.0630,100.7894,278.2736
30.25,27.75,379.8797,99.9269,279.9528
30.25,28.25,378.0136,98.7829,279.2307
30.25,28.75,378.8685,99.0619,279.8066
