crater_id,lat,lon,diam_km,diam_major_km,diam_minor_km,eccentricity,ellipticity,rim_arc_fraction
05-1-001003,-42.5268,-50.247,9.80448,10.2014,9.32595,0.405296,1.09387,0.924562
05-1-001004,-42.4248,-51.846,11.0091,11.4806,10.4475,0.414592,1.09889,1
05-1-001005,-42.8189,-52.865,8.98594,9.06793,8.93988,0.167455,1.01432,0.804253
05-1-001006,-43.0449,-58.968,12.0837,12.696,11.4732,0.428207,1.10659,1
05-1-001008,-42.6063,-62.756,10.6211,11.0435,10.4056,0.334928,1.0613,0.777754
05-1-001009,-42.6798,-63.055,9.83331,10.0078,9.58647,0.287113,1.04395,0.768519
05-1-001011,-43.0012,-70.382,8.76239,9.45891,8.34626,0.470555,1.13331,0.836482
05-1-001012,-42.1432,-72.243,17.7935,18.5315,17.0165,0.396013,1.08903,1
05-1-001013,-42.4391,-76.554,11.7307,12.037,11.4265,0.314431,1.05343,1
05-1-001014,-41.7539,-78.271,10.7908,10.86,10.7152,0.162755,1.01351,1
05-1-001015,-42.7676,-80.674,26.8173,27.3401,26.1997,0.285803,1.04353,1
05-1-001016,-42.3122,-88.711,35.6503,36.7965,34.4504,0.351361,1.0681,1
05-1-001017,-43.827,-85.58,19.6205,21.214,17.504,0.56497,1.21196,0.752602
05-1-001018,-44.7245,-82.045,55.76,58.8038,52.4489,0.452172,1.12116,0.996426
05-1-001019,-44.0256,-78.397,12.0543,12.6497,11.3997,0.433437,1.10965,0.939076
05-1-001020,-44.07,-74.591,16.9948,17.4722,16.4961,0.329571,1.05918,1
05-1-001021,-44.1158,-66.817,12.145,12.3206,11.9638,0.23891,1.02982,1
05-1-001022,-43.1594,-63.578,12.4078,13.4086,11.2801,0.540635,1.1887,1
05-1-001023,-43.8226,-63.92,14.7682,16.0466,13.2602,0.563146,1.21013,1
05-1-001024,-43.9972,-62.585,9.24429,9.56999,8.91767,0.362876,1.07315,1
05-1-001025,-43.5285,-62.337,15.8597,15.9272,15.792,0.130035,1.00856,1
05-1-001026,-44.1245,-59.784,8.74194,8.91638,8.49427,0.304041,1.04969,0.887209
05-1-001028,-44.3467,-61.2,8.99343,9.31981,8.18326,0.47857,1.13889,0.748925
05-1-001030,-44.1823,-61.975,9.12445,9.46779,8.79634,0.369877,1.07633,1
05-1-001031,-44.1867,-58.988,9.06001,9.24068,8.86529,0.282129,1.04234,1
05-1-001033,-43.7404,-52.236,12.8409,13.7445,11.8684,0.504341,1.15807,0.952373
05-1-001034,-43.88,-51.815,8.04013,8.13128,7.86935,0.25177,1.03329,0.790963
05-1-001035,-43.435,-50.965,11.7154,11.8644,11.4147,0.272697,1.03939,0.811169
05-1-001038,-44.0835,-46.668,11.1837,11.3115,11.0094,0.229561,1.02744,0.905747
05-1-001039,-44.3126,-47.531,8.91386,9.00375,8.80665,0.208092,1.02238,0.804103
05-1-001041,-43.8553,-45.369,16.0172,17.444,14.4342,0.561521,1.20851,0.809727
05-1-001042,-44.0945,-43.435,9.90193,10.4158,9.36574,0.437559,1.11211,1
05-1-001043,-43.5113,-41.434,8.92502,9.43869,8.35704,0.464825,1.12943,0.943819
05-1-001044,-43.2639,-41.057,12.0427,12.7954,11.2225,0.48036,1.14016,1
05-1-001045,-43.5043,-39.054,11.8628,12.7859,11.2838,0.470276,1.13312,0.813998
05-1-001046,-43.3695,-36.825,11.7257,12.8293,10.6177,0.561295,1.20829,1
05-1-001047,-43.1593,-35.406,15.6512,15.9231,15.014,0.333063,1.06055,0.792851
05-1-001048,-42.9588,-34.024,8.12399,8.37173,7.90263,0.33004,1.05936,0.914195
05-1-001049,-43.8042,-31.745,15.471,16.3332,14.0706,0.507802,1.1608,0.712963
05-1-001050,-43.2607,-30.172,14.5333,14.8564,14.2257,0.288283,1.04434,1
05-1-001051,-43.1266,-29.712,9.9511,10.548,8.74079,0.559737,1.20675,0.784443
05-1-001052,-43.8003,-27.285,32.0434,32.8417,29.1555,0.460307,1.12643,0.748214
05-1-001053,-43.6657,-24.391,10.4769,11.0407,9.55437,0.501115,1.15556,0.762997
05-1-001054,-44.5957,-25.311,27.8818,29.0571,26.6228,0.400667,1.09144,1
05-1-001055,-44.9753,-26.096,11.359,11.4168,11.2967,0.144672,1.01063,1
05-1-001056,-45.1995,-24.451,10.1671,10.5496,9.85658,0.356457,1.07031,0.883123
05-1-001057,-45.1016,-24.96,13.158,13.2829,12.049,0.420894,1.1024,0.694284
05-1-001058,-43.5396,-22.838,16.7498,17.5474,15.9096,0.421848,1.10294,1
05-1-001059,-44.6964,-22.099,19.6578,19.8031,19.4867,0.178027,1.01623,1
05-1-001060,-43.9546,-19.603,8.11523,8.45934,7.74535,0.402098,1.09218,0.972646
05-1-001062,-43.4045,-18.119,11.705,12.2655,9.58608,0.623847,1.27951,0.736482
05-1-001065,-43.9696,-17.362,9.14628,10.6244,8.27385,0.627325,1.2841,0.835018
05-1-001066,-44.0821,-16.834,8.17936,9.73279,6.61909,0.733137,1.47041,0.879848
05-1-001068,-44.2096,-18.007,13.4163,13.7357,13.1,0.300693,1.04852,1
05-1-001069,-44.1272,-15.9,20.4728,22.3409,18.7135,0.546235,1.19384,1
05-1-001070,-43.8621,-15.248,12.3436,12.9244,11.5093,0.454961,1.12295,0.896799
05-1-001071,-43.2901,-15.357,19.111,19.237,18.8988,0.186675,1.01789,0.992248
05-1-001072,-44.0056,-13.923,13.1501,13.8167,12.33,0.451254,1.12058,0.977044
05-1-001073,-43.8056,-0.539,17.9483,18.8572,17.2266,0.406778,1.09466,0.922795
05-1-001074,-43.6926,-0.052,8.12659,8.29299,7.59385,0.401875,1.09207,0.738892
05-1-001075,-44.8587,-0.666,15.9374,16.7073,14.6273,0.483208,1.1422,0.722274
05-1-001076,-45.3107,-0.58,15.438,17.5662,13.9244,0.609633,1.26154,0.820517
05-1-001077,-44.652,-2.158,9.75323,10.749,8.68919,0.588671,1.23705,0.859
05-1-001078,-44.6331,-3.033,8.29542,8.77327,7.34999,0.546022,1.19364,0.801941
05-1-001079,-45.5499,-4.794,9.04261,9.66709,8.29347,0.513803,1.16563,0.87506
05-1-001081,-45.5354,-6.479,8.84061,9.13986,8.50071,0.367384,1.07519,1
05-1-001082,-46.0938,-6.053,12.3482,13.0141,11.654,0.445083,1.11671,0.925186
05-1-001083,-44.9923,-7.909,31.6639,33.2892,30.0527,0.430109,1.10769,1
05-1-001084,-46.3725,-5.036,44.6402,46.4106,43.0684,0.372619,1.0776,0.844207
05-1-001085,-46.0349,-9.139,19.2,19.7174,18.0602,0.401294,1.09176,0.752749
05-1-001086,-46.5688,-10.66,57.9943,60.1668,55.5532,0.384034,1.08305,0.942999
05-1-001087,-45.4618,-10.742,9.05612,9.29864,8.84169,0.309628,1.05168,1
05-1-001088,-46.1326,-12.511,25.8643,27.0616,24.6906,0.409338,1.09603,0.881419
05-1-001090,-45.5875,-14.082,25.8221,26.9073,24.5404,0.410117,1.09645,0.921973
05-1-001094,-46.0711,-16.247,19.3729,20.0577,18.7731,0.352116,1.06843,0.925177
05-1-001097,-46.4821,-17.926,33.557,33.2707,25.9484,0.625884,1.28219,0.665203
05-1-001098,-46.85,-17.605,22.6971,24.6742,20.6461,0.547586,1.1951,1
05-1-001099,-46.4976,-16.973,8.23839,8.75868,7.74627,0.466709,1.1307,1
05-1-001100,-46.6247,-19.014,14.9466,15.4991,14.2534,0.392789,1.0874,0.840305
05-1-001106,-46.2497,-26.084,12.5235,13.3809,11.5304,0.507411,1.16049,0.875839
05-1-001107,-46.122,-25.084,22.3144,23.961,21.2007,0.465972,1.1302,0.837123
05-1-001108,-45.2833,-28.708,12.6521,12.82,12.4711,0.231693,1.02797,0.971676
05-1-001110,-45.7418,-30.712,12.3175,13.7501,10.7766,0.621078,1.27592,0.97484
05-1-001111,-45.9632,-30.05,13.6509,14.2277,13.0097,0.404832,1.09362,0.980592
05-1-001112,-45.4043,-33.019,8.44268,8.53232,8.35225,0.204364,1.02156,1
05-1-001113,-45.5685,-37.12,8.17978,8.35191,7.82075,0.350929,1.06792,0.775878
05-1-001114,-45.4755,-40.693,21.0316,21.9104,17.5772,0.597018,1.24653,0.719754
05-1-001115,-44.5026,-40.688,10.5074,10.7376,10.3041,0.281258,1.04207,0.834513
05-1-001116,-44.9977,-40.432,17.299,18.3132,15.8185,0.503875,1.15771,0.754089
05-1-001117,-45.8285,-43.203,13.1277,13.5377,12.7148,0.343322,1.06472,1
05-1-001120,-45.7727,-57.393,8.09099,8.54755,7.37024,0.50646,1.15974,0.840094
05-1-001121,-45.7554,-57.71,8.80591,8.93641,8.57943,0.279816,1.04161,0.934278
05-1-001124,-45.5092,-60.525,14.4809,14.7264,14.1998,0.265035,1.03709,0.988417
05-1-001125,-45.398,-60.982,9.35201,9.99832,8.97051,0.441621,1.11458,0.462179
05-1-001126,-45.5044,-61.241,8.38057,9.31288,7.41699,0.60474,1.25561,0.772723
05-1-001127,-45.9643,-61.105,14.12,14.3314,13.7426,0.283677,1.04284,0.834696
05-1-001128,-45.0245,-62.452,12.0713,14.1853,11.3507,0.599768,1.24973,0.761
05-1-001129,-45.1008,-62.765,10.4793,11.2611,10.3116,0.401903,1.09208,0.734574
05-1-001130,-44.9249,-65.441,32.7836,33.0673,32.4204,0.196825,1.01995,1
05-1-001131,-47.896,-73.095,41.4684,41.8068,40.9568,0.200616,1.02075,1
05-1-001132,-47.5096,-68.887,91.8885,92.8218,90.6202,0.216503,1.02429,0.991568
05-1-001133,-44.9011,-78.03,20.7268,22.7267,18.6451,0.571782,1.21891,0.933577
05-1-001134,-45.7193,-87.359,25.9257,27.1416,24.5872,0.423517,1.10389,1
05-1-001135,-45.6171,-88.549,14.2321,14.7952,13.9209,0.338664,1.0628,0.811495
05-1-001136,-45.7198,-89.284,21.1374,22.1417,20.5118,0.376563,1.07946,0.867534
05-1-001137,-46.6361,-87.912,15.0099,15.3444,14.518,0.323761,1.05693,0.871922
05-1-001138,-47.5954,-86.419,17.3954,18.8978,16.7579,0.46222,1.12769,0.804254
05-1-001139,-46.576,-80.397,15.6165,16.1713,13.4906,0.551417,1.19871,0.732265
05-1-001140,-47.474,-60.457,9.99328,11.269,9.29592,0.565259,1.21225,0.794721
05-1-001141,-47.4243,-61.336,12.2765,12.6273,11.9227,0.329377,1.0591,1
05-1-001142,-47.0976,-59.193,20.1543,21.3138,18.9787,0.455099,1.12304,1
05-1-001143,-46.6505,-56.805,15.9726,16.4812,15.5272,0.335285,1.06144,0.857183
05-1-001146,-46.8778,-53.697,13.6326,14.1142,13.1275,0.367338,1.07517,0.965905
05-1-001147,-47.2837,-51.662,33.1252,34.0233,31.997,0.339952,1.06333,1
05-1-001148,-47.2598,-41.609,13.7879,14.1697,13.3628,0.332643,1.06039,0.981179
05-1-001149,-46.2597,-41.03,10.0206,10.4226,9.62814,0.382945,1.08252,1
05-1-001150,-47.1366,-40.223,10.2883,10.5103,10.0858,0.28132,1.04209,0.853359
05-1-001151,-46.697,-38.76,10.5382,11.0386,9.87946,0.446085,1.11733,0.897094
05-1-001152,-46.7688,-38.061,9.8289,10.7139,8.62507,0.593231,1.24219,0.841573
05-1-001153,-47.1862,-37.653,10.7522,10.9838,10.5067,0.291532,1.04541,0.981571
05-1-001155,-47.5218,-33.685,13.1105,13.3901,12.8244,0.287577,1.04411,1
05-1-001156,-46.9642,-25.197,17.3151,18.4795,13.9327,0.656926,1.32634,0.728906
05-1-001157,-47.2859,-25.516,10.5755,10.6508,10.3699,0.228116,1.02708,0.775222
05-1-001158,-46.5345,-24.528,13.0835,14.2787,11.9815,0.54395,1.19173,0.922677
05-1-001160,-47.3553,-23.343,12.2091,13.0403,11.3954,0.486188,1.14436,0.980588
05-1-001161,-46.942,-22.245,8.31439,9.58033,7.03355,0.67897,1.36209,0.972827
05-1-001163,-47.4161,-21.279,8.54492,8.90586,8.18468,0.394206,1.08811,1
05-1-001164,-47.1462,-21.365,9.7811,10.7672,9.15404,0.526494,1.17622,0.835825
05-1-001165,-47.2652,-21.939,13.9181,14.108,13.2299,0.34729,1.06637,0.733416
05-1-001166,-47.712,-21.519,11.0376,13.311,10.514,0.613268,1.26602,0.777117
05-1-001167,-47.454,-21.681,9.27433,10.1156,8.66552,0.515903,1.16734,0.771392
05-1-001168,-47.6832,-21.726,21.5472,21.394,18.8027,0.477048,1.13782,0.666261
05-1-001169,-46.442,-19.941,12.2628,13.2216,11.2551,0.524741,1.17473,0.853464
05-1-001170,-47.105,-19.014,9.14274,9.77252,8.52305,0.489249,1.1466,1
05-1-001171,-46.9427,-15.712,18.8455,17.8549,14.3418,0.595651,1.24495,0.607578
05-1-001172,-46.7344,-15.755,15.3445,16.9194,14.3162,0.53296,1.18184,0.85834
05-1-001173,-46.9916,-16.018,8.20182,8.50701,7.67946,0.430226,1.10776,0.78992
05-1-001174,-47.0991,-16.411,18.0217,20.2337,16.8057,0.556898,1.20398,0.733596
05-1-001175,-47.5754,-16.992,12.7221,12.8424,12.6053,0.191272,1.01881,0.838086
05-1-001176,-47.7639,-16.558,8.51337,8.80893,8.18447,0.369804,1.0763,1
05-1-001177,-47.1427,-16.904,8.58253,9.73642,7.8544,0.590957,1.23961,0.76687
05-1-001178,-47.8603,-14.557,48.8684,51.835,45.6806,0.472615,1.13473,0.740169
05-1-001179,-45.4901,-15.121,67.2464,71.0908,62.4567,0.477653,1.13824,0.460236
05-1-001180,-44.7378,-16.171,11.2901,11.4934,11.1202,0.252761,1.03356,0.758488
05-1-001181,-48.192,-13.592,23.3891,23.2727,15.1828,0.757887,1.53283,0.662818
05-1-001182,-47.0479,-12.136,12.2434,12.4525,11.9845,0.271556,1.03904,0.882032
05-1-001183,-47.0179,-9.077,16.1571,16.3144,15.9659,0.205572,1.02182,0.974325
05-1-001184,-47.3398,-8.673,10.0148,10.5199,8.42174,0.599259,1.24913,0.736508
05-1-001185,-47.9315,-2.285,37.8867,38.7529,35.6967,0.389237,1.08561,0.75189
05-1-001186,-50.0987,-6.062,154.55,159.951,147.089,0.392885,1.08744,0.649324
05-1-001189,-48.0275,-7.837,20.0901,20.7845,19.3762,0.361828,1.07268,0.759196
05-1-001190,-48.3835,-7.354,9.84961,10.5633,9.0632,0.51367,1.16552,0.81948
05-1-001192,-48.9447,-6.702,8.7582,8.84573,8.66957,0.198575,1.02032,1
05-1-001193,-48.4969,-9.073,22.5999,23.1035,22.1083,0.290346,1.04502,1
05-1-001194,-49.0373,-8.306,17.2234,18.5239,16.1748,0.487388,1.14523,0.886534
05-1-001196,-49.2661,-8.977,11.0949,11.3854,10.7765,0.322651,1.0565,0.934577
05-1-001197,-47.4812,-7.773,11.802,12.4929,10.5696,0.533112,1.18197,0.817495
05-1-001198,-47.7336,-8.836,13.363,13.5485,13.2177,0.219632,1.02503,0.881189
05-1-001199,-47.4813,-11.873,12.3733,13.2579,11.3852,0.512396,1.16448,0.917467
05-1-001200,-47.5679,-13.177,8.36238,8.50244,8.21688,0.25699,1.03475,1
05-1-001202,-48.3701,-12.199,28.6267,29.8598,27.5714,0.383931,1.083,0.807766
05-1-001203,-48.8889,-12.709,10.2293,10.3219,10.1464,0.183585,1.01729,0.852235
05-1-001204,-48.0417,-16.1,9.71672,10.2178,9.56576,0.351496,1.06816,0.757744
05-1-001205,-48.4363,-15.428,13.5809,15.4662,11.8083,0.64582,1.30978,1
05-1-001206,-48.1543,-17.434,16.0736,16.3011,15.8102,0.243546,1.03105,0.962601
05-1-001208,-48.6708,-18.472,14.85,15.4895,13.9264,0.437769,1.11224,0.846848
05-1-001210,-47.9211,-20.961,15.3685,15.8331,14.8211,0.351774,1.06828,0.934277
05-1-001211,-47.704,-26.517,16.0586,17.8081,14.6678,0.56709,1.2141,0.869936
05-1-001212,-47.0431,-26.135,48.5836,49.4466,47.816,0.254687,1.0341,0.503483
05-1-001213,-50.0523,-17.949,78.6113,81.2987,65.6377,0.590052,1.2386,0.674106
05-1-001214,-49.6774,-21.856,147.758,155.658,142.144,0.407565,1.09508,0.877379
05-1-001215,-48.2773,-23.714,18.259,22.7847,17.7485,0.627065,1.28375,0.736004
05-1-001216,-48.603,-23.277,9.64209,9.81323,9.46224,0.265056,1.03709,0.975607
05-1-001217,-48.6008,-23.881,14.5358,15.4558,11.4562,0.67126,1.34912,0.735351
05-1-001218,-49.0897,-23.706,14.6041,15.3185,13.9169,0.417877,1.10071,1
05-1-001219,-47.8608,-22.889,11.7293,12.4192,11.3212,0.411099,1.09698,0.817265
05-1-001220,-48.8879,-28.208,16.6848,17.2172,16.16,0.345013,1.06542,1
05-1-001221,-48.3404,-29.374,9.00585,9.14959,8.81356,0.26852,1.03813,0.977665
05-1-001222,-47.9591,-29.835,19.3828,19.5183,19.2482,0.165763,1.01403,0.846423
05-1-001223,-47.406,-28.612,11.2201,11.5377,10.2203,0.464037,1.1289,0.421289
05-1-001224,-48.3994,-31.395,9.16232,9.17561,9.13171,0.0977046,1.00481,0.811507
05-1-001225,-47.5669,-31.757,8.82832,9.1077,8.58302,0.334513,1.06113,0.894818
05-1-001226,-48.0107,-32.355,9.67965,9.79884,9.53865,0.228912,1.02728,0.781471
05-1-001227,-48.033,-33.419,9.12773,9.96373,8.30041,0.553179,1.20039,1
05-1-001228,-48.2256,-41.266,8.87685,9.04193,8.71143,0.267892,1.03794,0.979517
05-1-001229,-47.6986,-41.937,9.72912,9.92701,9.51994,0.28343,1.04276,0.929265
05-1-001230,-47.6561,-42.222,9.8432,10.3916,8.1874,0.615822,1.26922,0.746935
05-1-001233,-48.8292,-45.835,32.9682,33.9004,31.8326,0.343905,1.06496,0.949491
05-1-001234,-48.0661,-46.956,9.0411,9.23774,8.82539,0.295434,1.04672,1
05-1-001235,-48.4873,-48.017,16.9385,17.4576,16.4209,0.339478,1.06314,1
05-1-001237,-47.9928,-53.845,13.5929,14.0658,12.9346,0.392907,1.08745,0.874681
05-1-001238,-48.3118,-58.011,8.37428,8.49225,8.17409,0.271156,1.03892,0.844838
05-1-001239,-48.1405,-58.349,11.1348,11.3146,10.9252,0.260093,1.03564,0.917777
05-1-001241,-47.4652,-75.743,13.247,14.0232,12.9371,0.385883,1.08395,0.793193
05-1-001242,-47.7574,-88.106,12.9261,13.7613,12.0751,0.479633,1.13964,1
05-1-001243,-48.6632,-87.612,28.2292,28.5222,28.0286,0.185223,1.01761,0.849751
05-1-001245,-50.1083,-88.617,20.2153,21.8821,18.5345,0.531566,1.18061,1
05-1-001246,-49.5247,-87.908,27.0682,27.8265,25.5221,0.398456,1.09029,0.685256
05-1-001247,-47.7331,-89.732,20.8252,21.9145,19.5663,0.450363,1.12001,0.779726
05-1-001249,-49.1123,-81.032,21.4441,22.3735,20.683,0.381323,1.08173,0.723057
05-1-001250,-49.7818,-75.635,9.40886,9.67615,9.35437,0.255741,1.0344,0.735531
05-1-001251,-49.7949,-75.963,11.1665,11.3971,10.8979,0.292724,1.04581,0.778151
05-1-001252,-49.5543,-74.045,23.2225,24.8307,21.6645,0.48863,1.14614,1
05-1-001253,-49.8271,-71.6,22.4586,23.4637,21.3605,0.41381,1.09846,1
05-1-001254,-50.1621,-72.9,18.2481,18.8987,17.5706,0.368261,1.07559,1
05-1-001255,-49.2458,-68.668,10.187,10.7158,9.5826,0.44757,1.11826,1
05-1-001256,-49.8385,-67.954,10.0159,10.3233,9.84639,0.300424,1.04843,0.825701
05-1-001257,-49.139,-66.955,8.47817,10.4645,7.75042,0.671901,1.35018,0.784661
05-1-001258,-48.8206,-66.903,15.0478,16.8416,13.4001,0.605755,1.25683,1
05-1-001260,-48.8503,-65.726,9.31588,10.2204,8.40342,0.569169,1.21622,0.98057
05-1-001261,-49.5045,-60.428,85.4315,87.3287,83.1308,0.306314,1.0505,0.99004
05-1-001262,-50.4918,-56.371,75.7023,76.9921,71.8258,0.360141,1.07193,0.737555
05-1-001263,-50.9754,-52.752,46.644,48.4471,44.4715,0.396722,1.0894,0.960511
05-1-001264,-49.5716,-48.078,25.6697,27.7086,25.1003,0.423559,1.10391,0.750814
05-1-001265,-52.8194,-57.332,112.444,119.403,107.231,0.439867,1.11351,0.896874
05-1-001266,-49.2252,-55.456,13.0969,13.8605,12.2459,0.468418,1.13185,1
05-1-001267,-48.8833,-39.127,16.6771,17.1005,16.1388,0.330622,1.05959,0.946649
05-1-001268,-51.6025,-35.124,47.566,48.5863,46.8196,0.267213,1.03773,0.846274
05-1-001269,-49.6515,-36.685,9.02527,9.28454,8.74733,0.335223,1.06141,1
05-1-001270,-49.2127,-35.84,31.4077,33.7189,29.2892,0.495464,1.15124,0.701583
05-1-001271,-49.6211,-32.318,14.4728,15.1322,12.7626,0.537269,1.18566,0.731311
05-1-001272,-49.3304,-31.516,15.5018,16.1581,14.2199,0.474886,1.1363,0.728066
05-1-001273,-49.3202,-30.893,9.87535,11.2352,8.54627,0.649137,1.31463,0.958733
05-1-001275,-49.5575,-29.964,9.46358,10.0142,9.10484,0.416373,1.09988,0.780713
05-1-001276,-49.0034,-27.1,25.394,27.4334,22.0222,0.59631,1.24571,0.437094
05-1-001277,-48.6457,-26.715,8.45634,8.91542,7.58953,0.524711,1.1747,0.765478
05-1-001279,-49.5855,-19.59,9.41489,11.0775,9.25558,0.549447,1.19685,0.70293
05-1-001281,-49.301,-15.198,8.54843,8.80696,8.2966,0.33547,1.06151,1
05-1-001285,-49.4044,-10.883,8.10348,8.5608,7.61927,0.455925,1.12357,1
05-1-001286,-48.6681,-9.834,8.04619,8.17017,7.92386,0.24369,1.03108,1
05-1-001287,-48.8467,-10.254,13.5347,13.6442,11.9786,0.478802,1.13905,0.475922
05-1-001288,-49.8548,-10.961,16.5705,18.8129,15.4703,0.569021,1.21607,0.779142
05-1-001292,-48.8514,-10.531,8.02886,7.84885,6.58936,0.543309,1.19114,0.622041
05-1-001293,-49.7593,-7.523,10.5725,10.9419,9.64811,0.471704,1.1341,0.772925
05-1-001294,-49.7228,-5.586,8.6086,8.83452,8.36486,0.32171,1.05615,0.975018
05-1-001295,-48.8698,-4.431,12.5136,13.4579,11.5975,0.507319,1.16042,1
05-1-001296,-49.6958,-2.736,10.7489,11.203,10.2441,0.404799,1.09361,1
05-1-001297,-49.2043,-1.369,12.5806,13.6424,11.5482,0.532407,1.18135,0.980646
05-1-001300,-49.8315,-1.488,10.0769,10.6829,9.4024,0.474716,1.13618,1
05-1-001308,-50.3295,-3.652,15.0336,16.4383,13.4178,0.577692,1.22511,0.967643
05-1-001311,-50.4105,-9.389,9.52641,9.9338,9.10569,0.399721,1.09094,1
05-1-001312,-51.0183,-9.52,9.61569,9.74152,9.43238,0.249926,1.03278,0.883172
05-1-001313,-50.8176,-10.218,9.13441,9.57581,8.71947,0.41335,1.09821,1
05-1-001314,-50.2956,-10.666,11.204,11.4852,10.9428,0.303675,1.04956,0.877787
05-1-001315,-50.4636,-10.77,13.4461,13.8772,12.8057,0.385304,1.08367,0.728476
05-1-001316,-50.7297,-11.319,8.56823,9.24522,7.97871,0.505189,1.15874,0.848009
05-1-001318,-50.7051,-11.803,10.6156,10.981,10.234,0.362524,1.07299,1
05-1-001319,-50.6675,-12.64,11.1343,11.4764,10.8733,0.319905,1.05547,0.824087
05-1-001323,-51.2124,-15.283,8.80692,9.02655,8.5415,0.323395,1.05679,0.863304
05-1-001327,-50.6973,-31.194,9.20999,9.34923,9.06466,0.244846,1.03139,1
05-1-001328,-49.7727,-31.411,21.4888,22.3784,21.0723,0.336641,1.06198,0.792505
05-1-001329,-50.2858,-34.06,15.5213,15.9161,15.0725,0.32124,1.05597,0.98684
05-1-001332,-50.6608,-42.98,12.7618,12.9412,12.5576,0.24167,1.03055,1
05-1-001333,-50.2948,-45.951,20.6697,21.8614,19.3272,0.467333,1.13112,1
05-1-001334,-50.0744,-50.918,8.96875,9.79911,8.46546,0.503661,1.15754,0.815129
05-1-001336,-50.0408,-53.687,10.7179,12.1864,8.88959,0.684014,1.37086,0.879997
05-1-001337,-50.4376,-54.478,8.48014,8.87044,8.07827,0.413078,1.09806,0.978025
05-1-001338,-50.8517,-63.779,10.6272,11.3692,9.90876,0.490317,1.14739,1
05-1-001339,-50.7156,-64.699,10.1226,10.4633,9.35608,0.447714,1.11835,0.787944
05-1-001340,-51.1614,-64.306,9.84633,10.6373,9.00259,0.532672,1.18158,0.8303
05-1-001341,-51.0368,-65.291,15.8556,16.1161,15.5934,0.252626,1.03352,1
05-1-001344,-50.9069,-67.122,15.6624,16.4089,14.6977,0.444638,1.11643,0.827854
05-1-001346,-51.4386,-67.763,26.0072,30.1477,23.1956,0.638769,1.29972,0.800423
05-1-001347,-51.5057,-66.273,21.1269,23.6272,18.7094,0.610707,1.26285,0.958526
05-1-001348,-50.5296,-73.917,14.0899,15.0194,13.5355,0.4334,1.10963,0.688247
05-1-001349,-51.0401,-74.272,27.5975,29.4646,25.6866,0.4899,1.14708,1
05-1-001350,-50.8321,-75.856,33.4285,37.7697,32.5876,0.50555,1.15902,0.697912
05-1-001351,-50.6619,-84.862,13.8739,14.2618,13.4914,0.32423,1.05711,0.873129
05-1-001352,-50.624,-85.728,9.50393,9.79014,9.20202,0.341373,1.06391,1
05-1-001353,-50.8206,-86.282,12.3211,12.3589,11.8481,0.284536,1.04312,0.675426
05-1-001354,-50.8058,-86.97,20.3525,21.2691,17.311,0.581001,1.22865,0.734677
05-1-001355,-51.1912,-86.544,17.0454,17.9774,15.8903,0.467665,1.13134,1
05-1-001357,-50.7283,-88.675,11.4506,11.7541,11.1104,0.326387,1.05794,1
05-1-001360,-51.9364,-87.86,9.49254,10.0909,8.76706,0.495154,1.15101,1
05-1-001361,-52.0926,-89.643,19.1072,19.5241,18.597,0.3045,1.04986,1
05-1-001362,-51.7752,-88.352,14.9083,16.1543,14.1807,0.478971,1.13917,0.403184
05-1-001363,-51.5509,-85.812,12.1991,12.5187,10.9448,0.485429,1.1438,0.716867
05-1-001366,-50.9122,-81.553,8.75423,9.61108,7.87718,0.572946,1.22012,1
05-1-001367,-51.5937,-80.237,9.80789,10.2277,8.51929,0.553326,1.20053,0.754019
05-1-001370,-51.8208,-55.408,9.59053,10.3769,9.45806,0.411398,1.09715,0.718415
05-1-001371,-52.0929,-55.608,15.246,16.4098,14.2836,0.492292,1.14886,0.858671
05-1-001377,-51.2907,-50.953,14.2194,14.2743,14.1557,0.12862,1.00838,0.890687
05-1-001379,-51.8167,-49.077,13.7882,14.0286,13.1466,0.348971,1.06708,0.791461
05-1-001380,-52.118,-49.138,11.035,11.0313,10.0762,0.407019,1.09479,0.318268
05-1-001381,-52.2895,-49.04,14.1478,15.6115,13.269,0.526857,1.17653,0.772529
05-1-001383,-51.0706,-45.279,10.3675,11.7434,9.02498,0.639834,1.30121,0.979494
05-1-001386,-51.2533,-38.316,8.76147,8.79541,8.55947,0.230067,1.02756,0.824949
05-1-001389,-51.7908,-32.388,29.3424,30.7183,28.0166,0.410079,1.09643,0.788767
05-1-001390,-51.7446,-32.963,8.55372,8.76123,8.44904,0.264568,1.03695,0.759537
05-1-001391,-51.3548,-30.431,16.9709,17.1728,16.7452,0.221762,1.02553,0.956458
05-1-001392,-52.1931,-33.636,18.2958,18.7384,17.8486,0.30448,1.04985,1
05-1-001396,-52.0626,-20.598,9.77553,9.94996,9.57717,0.271161,1.03892,1
05-1-001400,-52.1129,-19.487,8.1637,8.52437,7.93757,0.364606,1.07393,0.840362
05-1-001404,-51.7258,-17.607,10.0208,11.0063,8.90358,0.587869,1.23616,0.835308
05-1-001407,-51.8633,-15.78,31.8262,32.5319,29.7403,0.405288,1.09387,0.7385
05-1-001408,-51.1379,-13.813,20.9853,21.6852,20.1199,0.373039,1.0778,0.849633
05-1-001409,-52.0288,-14.007,16.9528,17.3376,16.5641,0.295352,1.04669,0.932375
